SN,addr,pressure,lat,lng
5JY02V,科技中三路与高新中二道向南30米东侧,0.19684956,22.55152893,113.9486084
K1UU74,高新中三道与科技中三路向西50米南侧,0.117757894,22.54966545,113.9464417
UB569J,高新中三道浙商银行旁,0.49474846,22.54956627,113.9438782
Y4RN81,科技中三路与高新中一道向南20米东侧,0.425885149,22.55496216,113.948494
912UZT,科技中二路与高新中一道向南30米西侧,0.436307774,22.55461693,113.9457016
NA2J67,科技中二路与高新中四道向北10米东侧,0.296761612,22.54859924,113.9451065
W259WA,高新中四道与科技中一路向东20米南侧,0.485866365,22.54815292,113.9430008
RDU288,高新中四道与科技中二路向西30米南侧,0.509665144,22.54808807,113.9442825
P05Z0N,高新中四道凯丽花园公交站台旁,0.59372082,22.54813576,113.945755
1P85RT,高新中四道金百味店旁,0.342596171,22.54868317,113.9489365
84Q0RG,高新中四道隆江猪脚饭旁,0.463585481,22.54873848,113.9504395
J4CZ08,高新中四道香港猫快餐店对面,0.395046644,22.54869461,113.9492111
JSJ560,科技南二路与高新南七道向北10米东侧,0.456757989,22.53963852,113.9500198
F660CT,高新南七道20号旁,0.195246651,22.53940582,113.9508896
4G8M3C,深南大道12036号南头古城博物馆旁,0.556698634,22.54655838,113.9264755
832TMP,深南大道南头古城博物馆往西50米北侧人行道上,0.319912331,22.54678154,113.9258118
JSW170,月亮湾大道与绵山路交汇处西250米北侧,0.288831101,22.50142479,113.889122
AC5N88,深南大道南头中学路口往东50米北侧,0.33171305,22.54717064,113.9247055
TP777R,沙河东路与滨海大道向北50米西侧,0.441396069,22.52850533,113.9698868
260DVE,沙河东路与滨海大道交汇处西北角,0.384521945,22.52656364,113.9695969
2P12ZL,滨海大道与沙河东路向西30米北侧,0.475518131,22.52638435,113.9681244
4H1M7L,滨海大道与沙河东路向西70米北侧,0.584208798,22.52658844,113.96595
1DT3Z9,滨海大道与沙河西路向东70米北侧,0.367079357,22.52685547,113.9632721
Q88Q6J,科技南路乐奇派宠物店旁,0.525086961,22.53150177,113.9567261
B331TZ,科技南路与高新南十道交汇处东北角,0.581251781,22.53291512,113.9568634
UKN932,高新北五道与科苑北路向西30米南侧,0.123247654,22.56077003,113.9515839
KG3T40,高新南七道与科创二路向西20米南侧,0.472547986,22.53899574,113.9489594
2V3U9E,粤兴二道香港城市大学旁,0.489782458,22.53781128,113.9509125
533FZD,海天二路三诺大厦旁,0.27602749,22.52839279,113.9433975
8MB01G,海天二路滚石健身大厦旁,0.481302694,22.52833176,113.9451218
U7EP30,海天二路企鹅医生店旁,0.54943758,22.52835464,113.9460754
85NP7V,海天二路与海云路向东20米南侧,0.372151007,22.53059959,113.9482956
CFP764,海天二路科技公园停车场旁,0.148106197,22.52879715,113.9493484
A71LR7,海天二路与海天一路向南10米东侧,0.245346582,22.5294075,113.9495697
H42Z4V,海天二路与海天一路向北10米西侧,0.495644805,22.52991295,113.9494171
2LL76Y,海淮路与海天一路向北10米东侧,0.481464396,22.53040504,113.950798
H7F0L9,同乐村一街35-1前面,0.431583462,22.57392311,113.9290085
C5LS28,海淮路与海斯路向南20米西侧,0.068012894,22.53066254,113.9504013
2NLF86,南山大道2052号缪氏川菜第二停车场-出入口旁,0.082105176,22.53530121,113.9321671
400PEJ,高新南环路麦当劳对面,0.213101486,22.5291214,113.9546509
Y96V8N,学府路平记水果行旁,0.122899739,22.53399467,113.9234161
TV9Y81,桃园路华昌夹板装饰材料商行旁,0.455446841,22.53811073,113.9242401
69JJ2M,高新南环路与高新南十道向北20米东侧,0.181022417,22.53305244,113.9545135
008CQZ,高新南环路与高新南十道向北70米东侧,0.207927255,22.53388405,113.9545059
FU4J73,高新南环路与高新南十道向北100米东侧,0.345901107,22.53466034,113.9544525
B32D9Q,高新南环路金地威新软件科技园旁,0.126247339,22.53699303,113.9546432
PQ6M52,高新南十一道与沙河西路向东20米南侧,0.34795559,22.53012276,113.9605637
243KNB,月亮湾大道与妈湾大道交汇东100米北侧,0.435908677,22.49962044,113.8831482
2L6GS3,高新南十一道高新南十一道公交站台旁,0.159703444,22.52993202,113.9528351
7T7YZ3,高新南十一道与高新南环路交汇处西南角,0.283358317,22.52994156,113.9543304
JW3Z59,高新南十一道南外学校高新分部公交站台旁,0.207199311,22.52998734,113.9556427
8N3VS5,月亮湾大道与妈湾大道交汇处东100米南侧,0.249797292,22.49955559,113.8829346
24VC2J,高新南十一道与科技南路交汇处东南角,0.174979878,22.53002548,113.9568329
65WY4E,科技南路与高新南环路向北30米东侧,0.520928255,22.52879143,113.9567642
4HR34C,月亮湾大道与妈湾大道交汇处东150米南侧,0.4720772,22.49963188,113.8842621
976XBV,高新南九道与科苑南路向东40米南侧,0.428309996,22.53509521,113.9530106
0W03EV,高新南九道与高新南环路交汇处东南角,0.098803669,22.53518486,113.9544678
FD12Q1,月亮湾大道与妈湾大道交汇处东250米南侧,0.522918928,22.50020599,113.8862762
469EMS,月亮湾大道与妈湾大道交汇东300米南侧,0.465525713,22.50074196,113.8879929
9LA88P,高新南七道粤美特大厦旁,0.507756709,22.5391922,113.9607162
8YK4W6,高新南七道豪威大厦旁,0.157276665,22.53955269,113.9590988
U0QS79,高新南十二道乐刻健身旁,0.069914461,22.54304886,113.9633026
J50EZ3,月亮湾大道与棉山路交汇西150米南侧,0.2881904,22.50104141,113.8889999
JEK848,高新南十二道欧克咖啡对面,0.365458477,22.5437336,113.9634247
XA75L8,月亮湾大道与棉山路交汇西50米南侧,0.58032523,22.50152969,113.8905792
7ND3M9,高新南一道粤潮汇旁,0.576453382,22.5447197,113.9599762
103GPM,月亮湾大道与棉山路交汇西南角,0.219804743,22.5016613,113.8910522
739PNB,高新南一道兴业银行旁,0.188425889,22.54457474,113.9571838
5D6E7P,高新南一道与科技南路交汇处西北角,0.073654253,22.54453278,113.9562378
F9Q40J,月亮湾大道与棉山路交汇东50米南侧,0.557773042,22.5020237,113.8922806
2HCL05,高新南一道中国银行旁,0.337194722,22.54444885,113.9551544
D0FQ68,高新南一道联想研发中心旁,0.130139442,22.54439735,113.9544678
840XHW,高新南一道联想研发中心旁,0.55140258,22.54438782,113.9538803
177EFX,高新南一道思创科技大厦旁,0.518261461,22.54431725,113.9524384
227JVP,棉山路与前海路交汇处西侧,0.296110859,22.49920273,113.8918533
3GPR77,赐庙路与前海路交汇南80米西侧轮胎店门口,0.381422883,22.49818039,113.8916473
T24XW5,赐庙路与前海交汇南100米西侧美宜家门口,0.064422293,22.4978199,113.8916626
ZGC758,赐庙路与前海路就交汇南150米西侧苏宁小店门口,0.15410856,22.49751663,113.8920135
ED5J30,航海路与妈湾大道交汇东50米南侧,0.160135951,22.51475716,113.8785858
R794PM,海天一路泰谷小镇对面,0.270668321,22.52968788,113.9457245
01E4QQ,航海路与妈湾大道交汇东100米南侧,0.094081722,22.51490593,113.8791351
19KA6D,海天一路奇瑞新能源对面,0.378194044,22.52966499,113.9468384
ZNC237,海天一路KAYl11号旁,0.07515019,22.52965164,113.9469986
Z1LP39,航海路与妈湾大道交汇东150米南侧,0.32958892,22.51529121,113.8803864
U264SJ,海天一路与海云路向东10米南侧,0.510408568,22.52966881,113.9482346
M691QL,航海路与妈湾大道交汇东200米南侧,0.099312343,22.51577187,113.8818512
8L7VH6,海天一路与海天二路向西10米南侧,0.554960844,22.52959442,113.9492035
40W9ZL,科苑南路光大银行对面,0.0927304,22.54394341,113.9565277
JPZ342,航海路与通海路交汇东5米南侧,0.218688132,22.51597977,113.8824844
871CNA,科苑北路深南科苑立交桥向北50米东侧,0.257090494,22.54661751,113.9522324
0QT2M0,航海路与通海路交汇东50米南侧,0.568457317,22.51640892,113.8840103
L28Q7J,科苑北路深南科苑立交北公交站台旁,0.140942175,22.54930305,113.9521484
6K90PN,航海路与通海路交汇东100米南侧,0.164513293,22.5165844,113.8846512
FC5C38,科苑北路招商银行旁,0.575684054,22.54968643,113.9521637
4LMU47,科苑北路与高新中二道交汇处东南角,0.259966224,22.55249786,113.9521027
G21C5L,航海路与通海路交汇东150米南侧,0.206572632,22.51684761,113.8853989
4S7BM3,航海路与通海了交汇东200米东侧,0.088297346,22.51713181,113.8863297
1P54KY,航海路与兴海大道交汇西100米北侧,0.598051095,22.51692772,113.884903
ZF25S9,大磡村丽康路西二线关交叉口公交站西100米路南,0.222621353,22.62628937,113.9873734
WCQ462,大磡村丽康路西二线关交叉口公交站西200米路南,0.240099388,22.6265049,113.9851074
DFG258,航海路与通海路交汇东北角,0.399001857,22.51612854,113.8822098
H9Y0J5,大磡村丽康路西二线关交叉口公交站西250米路南,0.175324786,22.62558174,113.9844971
ALV390,大磡村丽康路西二线关交叉口公交站西300米路南,0.568203911,22.62233543,113.9849396
44HPP2,大磡村丽康路西二线关交叉口公交站西350米路南,0.492659239,22.62030411,113.9854813
4NNL29,听海路与通海路交汇西50米南侧,0.591551816,22.5181179,113.8801575
1L7MJ8,大磡村丽康路西二线关交叉口公交站西400米路南,0.52426212,22.6233654,113.9850998
P5AP20,听海路与通海路交汇东10米南侧,0.585977089,22.51866722,113.8820114
EK06H7,大磡村丽康路西二线关交叉口公交站西450米路南,0.48925143,22.62144852,113.9848022
EY835B,大磡村丽康路西二线关交叉口公交站西500米路南,0.257402344,22.62068558,113.9852066
9N4N2P,听海路与兴海大道交汇西50米南侧,0.258636867,22.51913834,113.8838043
9L54TN,大磡村丽康路西二线关交叉口公交站西550米路南,0.243099735,22.62087631,113.9850693
C4H8A2,听海路与兴海大道西10米南侧,0.550774046,22.51955032,113.8850479
GZN829,大磡村丽康路西二线关交叉口公交站西620米路南,0.488546833,22.61941147,113.9868622
1NW24Z,听海路与兴海大道交汇东100米南侧,0.33894684,22.52189064,113.8895874
GKV017,大磡村丽康路西二线关交叉口公交站西700米路南,0.431381099,22.61832047,113.9890823
5VRH75,听海路与兴海大道交汇东100米北侧,0.473519385,22.52271271,113.889328
SMC798,听海路与兴海大道交汇东50米北侧,0.214048543,22.52151108,113.8878174
20FB5Y,大磡村丽康路西二线关交叉口公交站南780米路东,0.368780935,22.61810875,113.9893417
8EQH82,听海路与通海大道交汇东10米北侧,0.250535868,22.51916885,113.8824081
Z859EM,通海路与航海路交汇北10米东侧,0.471242298,22.51656532,113.8819962
1S0EP4,大磡村丽康路西二线关交叉口公交站南850米路东,0.524019716,22.61856842,113.9891052
5E7G5L,大磡村丽康路西二线关交叉口公交站东1050米路北,0.203602755,22.6159153,113.9913635
ZDP940,大磡村丽康路西二线关交叉口公交站南1150米路东,0.104504769,22.61590767,113.9913864
L805VA,怡海大道与兴海大道交汇西10米北侧,0.424505245,22.5078392,113.8916855
914YWP,怡海大道与兴海大道交汇西50米北侧,0.306824492,22.50735855,113.8901367
HB1E61,怡海大道与兴海大道交汇西150米北侧,0.593399577,22.5069809,113.8887787
7PQB32,怡海大道前海湾保税区东南门往西50米北侧,0.100091091,22.50541306,113.883606
J7J29P,怡海大道前海湾保税区东南门往西100米北侧,0.392502761,22.50489807,113.8819199
BJP981,怡海大道与妈湾大道交汇东50米北侧,0.204906824,22.50466347,113.8808975
E1EX31,怡海大道与妈湾大道交汇东10米北侧,0.4471539,22.50443268,113.8801651
Y6F89J,怡海大道与妈湾大道交汇东50米南侧,0.492255699,22.50437546,113.8812485
G0PZ58,怡海大道与妈湾大道交汇东150米南侧,0.22276147,22.50484848,113.8829346
4JQ08B,怡海大道前海湾保税港区对面,0.461005357,22.50593758,113.8865128
72GTJ2,怡海大道南侧保税区门口,0.427548046,22.50631905,113.8877716
BDE127,怡海大道中国海关马路对面,0.344379924,22.50697899,113.8900299
E73U8X,大磡村丽康路西二线关交叉口公交站南1500米路东综安驾校训练场南50米路东,0.241485251,22.61207771,113.9926682
7T88LQ,海天一路与海天二路向东20米南侧,0.560502846,22.52965164,113.9500961
4M9P9M,大磡村丽康路西二线关交叉口公交站南1400米综安驾校训练场北50米路东,0.179914421,22.61223221,113.9925995
HCN984,海天一路与海天二路向东50米南侧,0.351234702,22.53013229,113.9509506
U5YH75,海天一路与科苑南路向西10米南侧,0.13822613,22.53033829,113.9519119
Z0N4B2,振海路与兴海大道交汇东10米南侧,0.426341943,22.51284409,113.8914108
MJN344,海云路尚客优品对面,0.161666804,22.53030205,113.9480362
34Q8HM,海云路与粤兴六道向南10米东侧,0.319590215,22.53120232,113.9480362
HQ9Y44,振海路与港城路交汇西50米南侧,0.530205163,22.51431847,113.8933945
522EQQ,粤兴六道若玺酒店旁,0.503772642,22.53086472,113.9491196
U38CL1,粤兴六道与海淮路交汇处西南角,0.162645068,22.53144836,113.9496155
7HZE11,海淮路丁记店旁,0.573466091,22.53251076,113.948967
F2K1J5,振海路与港城路交汇西南角,0.223460783,22.51480103,113.8940735
22P4MJ,桃园路稻香轩桂林米粉旁,0.558501289,22.53824425,113.9212189
WXK903,粤兴四道与粤兴五道交汇处西南角,0.407075247,22.53278351,113.9492264
2TBY65,粤兴四道与粤兴五道向东20米南侧,0.409936373,22.53306961,113.9496765
KB9V20,大磡村丽康路西二线关交叉口公交站南1400米综安驾校训练场北100米路东,0.36066541,22.61332512,113.9923248
P07RK9,粤兴四道华中科技大学深圳产学研基地旁,0.107023141,22.53432083,113.9499664
32R3SX,振海路与港城路交汇西北角,0.426659843,22.51497269,113.8939133
R5P03T,岗园路高新中社区警务室旁,0.211507041,22.53541565,113.9495926
481GFL,岗园路深大南区宿舍楼公交站台向东10米南侧,0.411886243,22.53678131,113.9492569
SNN616,振海路与港城路交汇西50米北侧,0.093132418,22.51447678,113.8932648
7SY80B,粤兴五道与高新南十道交汇处东北角,0.44541507,22.53225327,113.9500504
695RYJ,粤兴五道与粤兴四道交汇处东北角,0.239142912,22.53309822,113.949295
8STZ20,振海路与港城路交汇西100米北侧,0.170892223,22.51361275,113.8920593
74KMK5,粤兴五道与高新南九道向南10米东侧,0.47788574,22.53395844,113.9485474
622NJP,粤兴四道与高新南九道向南10米西侧,0.40457323,22.53263855,113.9472885
903BRZ,港城路与前海路交汇东50米北侧,0.590712335,22.50797653,113.9023285
F21EH3,粤兴四道华讯方舟大厦旁,0.35993005,22.53243637,113.94767
6BQ3L7,白石路与科技南一路向南130米西侧,0.304093655,22.53403664,113.9436493
DQQ657,六号路与港城路交汇东30米南侧,0.401557312,22.51696014,113.8924103
1L14PS,白石路与科技南一路向西10米北侧,0.113303721,22.53770638,113.9483795
5PZ63H,大磡村丽康路西二线关交叉口公交站南1400米综安驾校训练场北150米路东,0.508024181,22.61223793,113.9925919
2LA33P,六号路与港城路交汇西20米南侧,0.150765011,22.51664925,113.8920135
U354GF,白石路与科技南一路向南100米东侧,0.216345838,22.53483391,113.945015
4NR7U9,梦海大道与前湾一路交汇西70米南侧,0.269496449,22.52539063,113.9059372
XF6B52,港城路与振海路交汇北10米东侧,0.518516449,22.51542282,113.8938141
KMH791,临海大道与前湾四路交汇西10米北侧,0.555772026,22.51373863,113.8995667
8M36FZ,临海大道与港城路交汇东30米北侧,0.277575865,22.51267624,113.8983002
3C18XE,白石路深大南区运动场公交站台向南50米东侧,0.29889287,22.53630066,113.9468307
8ZUP38,白石路桂庙村口公交站台旁,0.536557897,22.53368568,113.9433823
248LBZ,学府路学府社区公园旁,0.108786099,22.53185463,113.936203
9Y5BE1,八号路与港城路交汇西50米南侧,0.481898158,22.51543427,113.8926468
DA65F9,学海路学府社区公园旁,0.106477105,22.53117752,113.936615
WK449F,八号路与港城路交汇西10米南侧,0.227465361,22.51567078,113.8929977
4SG0B2,学海路与书山路交汇处西南角,0.381924032,22.53007317,113.9367981
L4QJ42,书山路道天香养生馆对面,0.137698149,22.52902985,113.9373398
3ZS0J7,八号路与港城路交汇东30米南侧,0.449401265,22.51624489,113.8938522
L3K6P2,港城路与六号路交汇东南角,0.553581172,22.51696014,113.8925705
865RSS,报恩福地墓园门口往南20米人行道上,0.374358173,22.60234261,113.9436417
V9JC86,学府路聚好味烧腊馆对面,0.236469757,22.5309639,113.9388809
0U3K8F,南光村南光社区服务中心对面绿化带里面路东,0.279503935,22.52825165,113.9314194
17V5XB,港城路与八号路交汇北10米东侧,0.204102293,22.51626205,113.8931122
G93YV8,报恩福地墓园大门往北30米人行道上,0.455610094,22.60288048,113.9429932
GN3G50,学府路与白石路向西10米南侧,0.593401867,22.53068542,113.9414215
L471FL,报恩福地墓园门口往南120米人行道上,0.388160205,22.60213089,113.9446564
8J6N8V,白石路深大南区运动场公交站台向西50米,0.58982217,22.53514099,113.9449387
Z1M4P7,白石路深大南区运动场公交站台对面,0.484358432,22.53576851,113.9461746
NK534V,港城路与振海路交汇南10米东侧,0.197033268,22.51466942,113.8945084
7BC6J1,白石路与科技南一路向东100米南侧,0.467905543,22.53684998,113.9474335
528VHX,白石路与科技南一路向西50米南侧,0.359966764,22.53713036,113.9478226
2V94KB,白石路与科技南一路向西10米南侧,0.345680131,22.53740692,113.948288
M621AU,十号路与港城路交汇南东5米南侧,0.238663861,22.51413345,113.8953171
HPG337,白石路粤海门村公交站台向东20米南侧,0.4950879,22.53787231,113.9492874
PF53P2,十号路与港城路交汇东50米南侧,0.062067339,22.51470375,113.8961105
208PMW,丽山路与丽水路交汇处南20米西侧,0.26118995,22.59841156,113.9705887
632HSP,粤兴六道浦发银行旁,0.263277557,22.53177452,113.9464493
N218WC,港城路与十号路交汇南10米东侧,0.35295213,22.51370811,113.8955002
WP717N,港城路与十二号路交汇北50米东侧,0.209204871,22.51328468,113.8959656
GDD719,北环科苑立交桥向南50米东侧,0.446157629,22.55596924,113.952034
9E78LJ,十二号路与港城路交汇东50米南侧,0.36383417,22.51363182,113.8980713
K1T2W1,北环科苑立交桥向南30米东侧,0.13218685,22.55692482,113.9520111
HP88Z1,水木路与朗山路向南10米西侧,0.504243564,22.56178474,113.9538727
550WPY,水木路紫光信息港旁,0.274233552,22.56064224,113.9534607
7H4Q1L,平山一路平山一路路口南行公交站旁,0.321433427,22.59031868,113.9762039
A418EC,丁头村大板桥巷59-1号瑞草堂大药房(大板桥分店)旁,0.423498751,22.53226471,113.9228592
J0P61C,港城路与前海路交汇北10米东侧,0.385443949,22.50772285,113.9034805
8A42JY,临华路前进路交叉口西10米路南,0.47213868,22.56208992,113.923233
P5AD04,港城路与月亮湾大道交汇南20米东侧,0.101458889,22.5078392,113.9004364
JB9T76,梦海大道与前湾一路交汇南50米西侧,0.093223515,22.52578354,113.9059372
45W0EB,梦海大道与前湾二路交汇东100米北侧,0.162784117,22.52513885,113.90522
80NJ7M,龙苑路11号东门旁,0.186031208,22.56614876,113.9934387
74JEZ0,梦海大道与前湾二路交汇北10米西侧,0.269323041,22.52374649,113.9034958
9TW6U0,梦海大道与前湾三路交汇北50米东侧,0.590107793,22.52207565,113.9022827
323WYP,北环大道北环铜鼓天桥公交站台旁,0.352409462,22.55908012,113.9598541
M4W3V2,临华路前进路交叉口西100米路南,0.329520494,22.56145668,113.9221191
NPA281,北环大道与南海大道交汇处东北角,0.488827898,22.55971336,113.9406738
PLR964,梦海大道与前湾三路交汇南50米西侧,0.248276409,22.51974869,113.8993988
W362PQ,梦海大道与前湾三路交汇西100北侧,0.574702159,22.51939011,113.8990707
SWL231,高新北六道朗山路13号南门旁,0.436708925,22.55944443,113.9545212
52RQJ5,梦海大道与前湾三路交汇西150米北侧,0.416192273,22.51870918,113.8983536
GSL596,高新北六道与北环大道向北10米东侧,0.320437108,22.5586319,113.9551315
RZP276,梦海大道与前湾四路交汇东30米北侧,0.420886836,22.518116,113.897728
Z6EV02,北环大道北环中山公园天桥向西30米南侧,0.326054535,22.55793762,113.9312057
89S4YS,北环大道荣熙足球公园旁,0.567959844,22.55630112,113.9230652
MJ68L0,北环大道荣熙足球公园旁,0.584898317,22.55558014,113.9215698
646SVW,北环大道与深南大道交汇处向东200米南侧,0.116967641,22.55493355,113.9220734
478XUP,北环大道与深南大道交汇处向东230米南侧,0.407690804,22.55542374,113.923317
Q56FV1,北环大道与深南大道交汇处向东260米南侧,0.124519588,22.55559158,113.9236221
C839BV,北环大道与深南大道交汇处向东300米南侧,0.17196927,22.55612564,113.9246674
17V2SK,北环大道北环中山公园天桥向西50米南侧,0.455918316,22.55781937,113.9283676
BXJ313,北环大道方鼎华庭公交站台向东20米南侧,0.223582377,22.55783081,113.9327164
6Y93HR,北环大道与艺园路向西20米南侧,0.40870463,22.55774117,113.9339676
JSL824,北环大道北环科苑立交公交站台旁,0.573758502,22.55761719,113.9505157
W387VV,北环大道北环科苑天桥向东50米南侧,0.574835926,22.55765152,113.9483261
0BJ0K3,北环科苑立交向东100米南侧,0.390143235,22.5574131,113.9559097
NA70P1,北环科苑立交向东130米南侧,0.33531607,22.55746841,113.9563599
L47P7N,南博一路与南山大道向东10米南侧,0.116889669,22.56411743,113.9315338
92E9DB,南博一路与南山大道向东70米南侧,0.10800037,22.56373405,113.9331818
U4V9T6,南博一路与南山大道向东150米南侧,0.463227715,22.56336212,113.9347229
Z7N07Y,南博一路与南山大道向东120米北侧,0.403832019,22.56380272,113.9338531
P0G62T,南博一路与南山大道向东30米北侧,0.444777381,22.56426048,113.9318924
57JG1P,怡海大道与公馆南街交汇东5米南侧,0.264074854,22.52069664,113.9079132
J4EX72,南山大道新明记汽车对面,0.075216123,22.55454445,113.9296265
DNL388,深南大道南头(2)公交站台旁,0.309901202,22.54633331,113.9284744
DUY994,怡海大道与公馆南街交汇东50米南侧,0.110157211,22.52138519,113.9085083
0P54TH,深南大道南头中学西南侧,0.55548617,22.5484066,113.922966
3PH6M4,怡海大道与前湾一路交汇西50米南侧,0.422368323,22.52275658,113.9097977
G822CJ,怡海大道与前湾一路交汇西10米南侧,0.430273935,22.52308464,113.9101486
18ASQ7,北环大道大族创新研究院对面,0.54595067,22.55755806,113.9569855
09EG3J,北环大道北环铜鼓天桥向西10米南侧,0.51742732,22.55801964,113.9591217
PE8A19,怡海大道与前湾一路交汇东50米南侧,0.102194387,22.52415657,113.9112549
PQ1U33,北环大道北环铜鼓天桥向东50米南侧,0.378938571,22.55859947,113.9611969
S9TU97,北环大道北环沙河西天桥下南侧,0.189476058,22.55876541,113.9635086
A7P9P9,怡海大道与前湾一路交汇东10米北侧,0.273534899,22.52415466,113.9109421
5F49QQ,北环大道与沙河西路向东50米南侧,0.296258361,22.55895805,113.9681473
1AP5Q8,北环大道与沙河东路向东50米南侧,0.430502491,22.55962753,113.9753723
68H1QC,鲤鱼门街与前湾一路交汇东50米南侧,0.114231841,22.52527809,113.9097366
5D37XU,侨北二街与侨北三街向南30米西侧,0.479827945,22.5582428,113.9810333
1P76ZW,鲤鱼门街与公馆南街交汇东10米南侧,0.070141051,22.52203178,113.9063416
RZF017,侨香路天鹅堡公交站向南50米西侧,0.350885687,22.5543499,113.9887238
Z7J8M4,临华路前进路交叉口西150米路南,0.424027614,22.56069374,113.9212341
195RJB,侨香路天鹅堡公交站台向北20米西侧,0.050710718,22.55369568,113.9898605
CE37K6,鲤鱼门街与公馆南街交汇东100米南侧,0.452840526,22.52330971,113.9077301
1VMN23,鲤鱼门街与公馆南街交汇东50米南侧,0.356873138,22.52270699,113.9070435
G04WG2,侨香路天鹅堡公交站台向北50米西侧,0.458741878,22.55308342,113.9910278
N47SG9,侨香路天鹅堡公交站向北150米,0.409112951,22.55171013,113.9931107
M2Y5P0,鲤鱼门街与前湾一路交汇西50米南侧,0.229321928,22.52392387,113.9083557
271AGJ,侨香路与香山中街向北50米西侧,0.312587208,22.5505867,113.9944077
PFY403,桂湾河南街与梦海大道交汇东5米南侧,0.37435211,22.52732658,113.9068832
SUZ398,桂湾河南街与梦海大道交汇东10米南侧,0.161701462,22.52721405,113.9079056
75Z8QL,南农路南山实验教育集团园丁学校南150米路西人行道上,0.453422915,22.56034088,113.9285049
3FD5Q5,桂湾河南街与梦海大道交汇东50米南侧,0.205555517,22.5270443,113.9083633
00F9DN,桂湾河南街与鲤鱼门街交汇西50米南侧,0.516877868,22.5266571,113.9095459
774JJZ,桂湾河南街与鲤鱼门街交汇西5米南侧,0.139529732,22.5265274,113.9101639
1P41RZ,桂湾河南街与鲤鱼门交汇东50米南侧,0.558764713,22.52639008,113.911232
2W66MS,留仙大道与九号路向东20米南侧,0.239953466,22.5915451,113.9954071
172GXN,前湾一路与怡海大道交汇西30米北侧,0.513219324,22.52419281,113.9100647
9R5E5P,梦海大道与前湾一路交汇南50米东侧,0.363275687,22.5255146,113.9060669
VRR256,南农路前海东岸地下车库入口对面人行道上,0.318878426,22.55771255,113.9254532
876FUJ,前湾一路与梦海大道交汇西50米北侧,0.266864305,22.52807045,113.9056702
UJ29P4,前湾一路与梦海大道交汇西100米北侧,0.163445847,22.52861214,113.9050827
93UM9A,月亮湾大道与北环大道交汇处西北侧,0.268010436,22.54957581,113.9156647
QJG529,月亮湾大道与北环大道向北100米西侧,0.400410435,22.55114174,113.9159927
35S6SQ,前湾一路与听海大道交汇东50米北侧,0.320140519,22.52918625,113.9044266
906WFH,南农路前海东岸地下车库出口口西10米路南人行道上,0.449331193,22.55771255,113.9254532
6PL7Y2,月亮湾大道与桂湾三路向北50米西侧,0.218411107,22.54258919,113.9158478
00M9TU,月亮湾大道与桂湾三路向北10米西侧,0.363382515,22.54174232,113.9158707
5F01AF,月亮湾大道与桂湾三路交汇处西南角,0.304630434,22.54092789,113.9157104
669TKV,月亮湾大道与桂湾四路交汇处西南角,0.530671044,22.53763962,113.9157944
X4G15W,月亮湾大道与桂湾四路向南30米西侧,0.299672233,22.53706169,113.9157944
7NLM68,月亮湾大道与桂湾四路向南70米西侧,0.586529393,22.53535271,113.9159851
1WD7U4,南农路北头前海东岸地下车库西侧人行道上,0.492069683,22.55755806,113.9246826
X7WJ52,月亮湾大道与学府路向北20米西侧,0.13100429,22.53488541,113.9158707
88P4HG,前湾一路与听海大道交汇东50米南侧,0.588466438,22.53116035,113.9015961
401RNP,月亮湾大道与学府路向南30米西侧,0.488721641,22.53364563,113.9159393
UP5S17,听海大道与前湾一路交叉南20米路西人行道上,0.53865182,22.52894592,113.9024963
1D98AZ,月亮湾大道与西站前路向北20米西侧,0.142066028,22.53287125,113.9158783
FF70X7,月亮湾大道与西站前路向南50米西侧,0.484502879,22.53148651,113.9160309
416CZJ,南农路豪方天际花园6栋门口斜对面西10米路南人行道上,0.228504589,22.55859756,113.9264908
5JK08X,月亮湾大道与西站前路向南100米西侧,0.244020785,22.52716827,113.9159775
JFG201,前湾一路与梦海大道交汇西50米南侧,0.160068233,22.52767563,113.9056778
352QBR,月亮湾大道与创业路对面向南50米西侧,0.582918708,22.52453041,113.9147186
34PQD5,月亮湾大道与前湾一路向北50米西侧,0.552566794,22.52340317,113.9137115
KLV535,前湾一路与梦海大道西10米南侧,0.279064775,22.52722359,113.9063034
JG2P23,月亮湾大道深圳平南铁路公司旁,0.398219076,22.52251434,113.9128189
5G8E3Z,前湾一路与梦海大道交汇东50米南侧,0.321420738,22.52588272,113.9077759
39S2BG,前湾一路与梦海大道交汇东100南侧,0.459795663,22.52550316,113.9082565
Y3A35P,前湾一路与怡海大道交汇西30米南侧,0.546846349,22.52423668,113.9096451
RR5H72,桃园路MOBil车养护旁,0.136254666,22.53797531,113.9191284
JJZ532,桃园路任记小吃店旁,0.346762302,22.53806686,113.9234772
PCU739,桃园路苏豪商业广场中国移动旁,0.327106488,22.53849411,113.9261703
KWU993,同乐村一街11号门面旁,0.422039225,22.5724144,113.9297028
94R3MW,桃园路大新地铁站公交站向旁,0.539898164,22.538414,113.9248581
XPH138,学府路与月亮湾大道向东30米北侧,0.431689244,22.53445435,113.9170151
383JDY,南农路豪方天际广场地下车库入口旁边人行道上,0.255965687,22.56054306,113.9284592
3ZB0N9,学府路七品小馆旁,0.1686519,22.53403282,113.9181976
NV018N,学府路阳光数码影像旁,0.30814221,22.53402328,113.9190826
